Flight Number,Airline,Destination,Class,Price ($),Status,Departure Time
FL6633,Air Algerie,New York,Business,796.78,Cancelled,09:36
FL3752,Air Algerie,Dubai,First Class,2988.03,On Time,06:57
FL5856,ITA Airways,Doha,Economy,213.09,Delayed,23:13
FL2183,Air France,Algiers,First Class,1735.61,On Time,01:15
FL1977,Emirates,Algiers,Business,868.99,On Time,05:17
FL8039,Lufthansa,Doha,Business,523.0,On Time,00:18
FL9428,Emirates,Doha,First Class,3521.79,On Time,04:14
FL9358,Emirates,Dubai,Economy,113.41,Delayed,14:44
FL3486,Lufthansa,Paris,First Class,2683.52,Delayed,14:53
FL9385,Emirates,Rome,First Class,2522.86,Cancelled,15:27
FL1644,Emirates,Kuwait City,Business,844.68,Cancelled,06:39
FL9043,Emirates,New York,Economy,242.07,Delayed,20:05
FL1814,Air France,Algiers,Economy,65.26,Cancelled,04:23
FL6203,Emirates,Doha,Business,477.62,On Time,14:32
FL4590,Qatar Airways,Kuwait City,First Class,4800.42,On Time,19:05
FL2064,Kuwait Airways,Kuwait City,Economy,232.78,On Time,11:34
FL6215,Kuwait Airways,Dubai,First Class,1893.59,Delayed,17:17
FL3435,Qatar Airways,Madrid,Business,627.69,On Time,11:10
FL9407,Emirates,Madrid,Economy,174.81,On Time,12:34
FL7245,Kuwait Airways,Doha,First Class,4307.94,On Time,06:41
FL6209,Lufthansa,Berlin,First Class,4076.89,Cancelled,07:21
FL8511,Qatar Airways,Kuwait City,Economy,93.73,Cancelled,16:19
FL2511,Lufthansa,Madrid,Economy,208.67,Delayed,19:51
FL9671,Qatar Airways,Madrid,First Class,2278.87,Cancelled,12:11
FL7058,Qatar Airways,Madrid,Business,653.35,On Time,23:41
FL9203,Lufthansa,New York,First Class,1800.7,Cancelled,06:47
FL7825,ITA Airways,Berlin,First Class,3914.29,Delayed,08:15
FL5196,ITA Airways,Doha,Business,934.9,Cancelled,04:14
FL7458,Air France,Algiers,Economy,205.76,Cancelled,17:07
FL8497,Air France,Rome,Economy,108.03,Delayed,08:38
FL1002,ITA Airways,Algiers,Business,986.75,On Time,06:30
FL7429,Air Algerie,Berlin,First Class,2029.66,Cancelled,08:26
FL9827,Air Algerie,Rome,Business,870.41,Delayed,19:20
FL8175,Air France,Rome,Business,498.53,Cancelled,17:19
FL1524,Air France,Doha,Economy,60.23,Cancelled,20:09
FL2611,ITA Airways,Algiers,First Class,4696.09,Cancelled,13:53
FL2670,Emirates,Madrid,First Class,2183.17,Cancelled,12:02
FL8536,Qatar Airways,Paris,Economy,293.26,Cancelled,21:25
FL7026,Qatar Airways,Madrid,Business,964.21,Cancelled,13:25
FL3709,Qatar Airways,Paris,Economy,166.36,On Time,20:08
FL2774,ITA Airways,Doha,First Class,4334.66,Delayed,19:39
FL7808,Qatar Airways,Dubai,First Class,2840.64,Delayed,05:13
FL1511,Air France,Dubai,Economy,222.17,On Time,14:45
FL6648,Air Algerie,New York,Economy,50.21,Delayed,21:50
FL7356,Qatar Airways,Berlin,First Class,2628.35,Delayed,21:32
FL7670,Lufthansa,Madrid,First Class,3358.65,On Time,22:12
FL7255,Air Algerie,Kuwait City,Economy,125.2,Cancelled,10:36
FL4528,Qatar Airways,Dubai,First Class,1565.56,Cancelled,22:20
FL3593,Qatar Airways,Kuwait City,Business,722.13,Delayed,08:01
FL7230,Qatar Airways,Rome,Business,723.49,Cancelled,11:14
FL4070,Kuwait Airways,Doha,Economy,237.42,Delayed,19:54
FL4274,Kuwait Airways,Dubai,Business,843.82,On Time,05:19
FL7686,Air Algerie,Berlin,Economy,84.93,Cancelled,18:42
FL3767,Emirates,Kuwait City,First Class,3925.26,Delayed,02:36
FL9312,Lufthansa,Madrid,Economy,66.0,Cancelled,09:14
FL7348,Emirates,Berlin,First Class,2854.19,On Time,13:15
FL5557,Emirates,Madrid,Business,472.08,On Time,12:25
FL8129,Air France,Kuwait City,Business,770.63,Cancelled,06:11
FL9171,Air France,Rome,Economy,187.83,Delayed,08:02
FL4275,Air Algerie,Berlin,Economy,277.43,On Time,09:45
FL1215,ITA Airways,Berlin,Business,564.32,Delayed,14:26
FL3650,Emirates,Madrid,Economy,155.73,Delayed,13:32
FL8639,Kuwait Airways,Dubai,Economy,179.08,Cancelled,05:48
FL3149,Air France,Dubai,First Class,1570.5,Delayed,14:29
FL5819,Air France,Kuwait City,First Class,2632.92,On Time,21:37
FL8084,Qatar Airways,Kuwait City,Economy,290.46,Delayed,09:53
FL5325,Qatar Airways,Madrid,First Class,2598.97,Cancelled,21:42
FL4894,Lufthansa,New York,Business,497.63,Cancelled,02:45
FL1906,Lufthansa,Paris,Business,665.34,Cancelled,15:27
FL2200,Emirates,Algiers,Business,875.27,On Time,05:26
FL1443,Air France,Rome,First Class,4309.41,On Time,20:57
FL1524,Emirates,Doha,Business,895.42,Delayed,21:37
FL9555,Emirates,Doha,Economy,212.68,Delayed,09:43
FL7331,Emirates,Algiers,Economy,73.81,On Time,13:10
FL9122,Air France,Dubai,Business,795.36,Cancelled,23:41
FL5399,Emirates,Rome,Economy,246.38,Cancelled,02:23
FL8068,Air France,Madrid,Economy,189.85,Delayed,15:53
FL3437,Air France,Berlin,Economy,265.82,On Time,07:10
FL5301,Kuwait Airways,Kuwait City,First Class,2346.82,Cancelled,07:12
FL3649,Air France,Madrid,Economy,62.71,Delayed,11:51
FL1333,Lufthansa,Algiers,Business,685.13,On Time,02:34
FL6382,Air Algerie,Kuwait City,Business,684.92,On Time,04:45
FL5264,Emirates,Doha,First Class,1918.37,Delayed,12:10
FL4909,Air France,Kuwait City,Business,426.25,On Time,13:09
FL4193,Lufthansa,Dubai,First Class,3011.73,On Time,07:04
FL3338,Emirates,Doha,Business,512.89,Delayed,10:58
FL1882,Air France,Berlin,Business,440.06,On Time,12:29
FL6250,Qatar Airways,Rome,Economy,64.41,Delayed,03:06
FL4339,Kuwait Airways,Algiers,Business,717.34,On Time,10:40
FL4202,Kuwait Airways,Paris,Business,691.95,On Time,14:16
FL2268,Kuwait Airways,Rome,Economy,299.16,Cancelled,17:48
FL6401,Emirates,Doha,First Class,4451.51,Delayed,22:26
FL3589,Air France,Berlin,Business,613.95,Cancelled,20:40
FL1388,ITA Airways,Doha,First Class,4879.55,Delayed,16:41
FL3430,Qatar Airways,New York,Business,803.46,Delayed,07:06
FL9742,Emirates,Rome,Business,480.4,Cancelled,10:20
FL8961,Lufthansa,New York,First Class,2560.38,Cancelled,00:41
FL5578,Emirates,New York,First Class,2269.71,Cancelled,14:28
FL4191,Kuwait Airways,Rome,Economy,231.68,Cancelled,19:48
FL1428,Kuwait Airways,Paris,First Class,3865.98,Delayed,09:45
FL4492,Kuwait Airways,Paris,Economy,188.39,On Time,02:48
FL5910,ITA Airways,Madrid,Economy,139.92,Cancelled,18:47
FL7244,Lufthansa,Madrid,Economy,254.39,Delayed,05:00
FL4449,Emirates,Kuwait City,Economy,220.06,On Time,22:36
FL6506,Air France,Algiers,Economy,211.45,On Time,04:09
FL8276,Emirates,Doha,First Class,2516.03,On Time,11:53
FL7925,Kuwait Airways,Berlin,Business,764.76,On Time,05:48
FL2419,Kuwait Airways,Doha,Economy,135.64,Delayed,14:22
FL3201,Qatar Airways,Doha,First Class,4489.75,On Time,20:11
FL2156,Air Algerie,Kuwait City,Business,623.89,On Time,14:57
FL2797,Kuwait Airways,Kuwait City,Economy,181.42,Delayed,00:12
FL7455,Air France,Rome,First Class,3430.14,On Time,00:20
FL6024,Qatar Airways,Dubai,Business,828.38,Delayed,11:58
FL3659,Emirates,Madrid,First Class,4252.93,Cancelled,20:47
FL5702,Air France,Dubai,Business,993.02,On Time,10:52
FL1632,Qatar Airways,Paris,Economy,52.78,Delayed,03:39
FL2747,Air Algerie,Paris,Business,596.57,Delayed,23:51
FL3541,Qatar Airways,Doha,Economy,204.2,On Time,03:45
FL7324,Kuwait Airways,Rome,Business,712.7,Cancelled,06:37
FL8671,ITA Airways,Berlin,Business,466.18,Cancelled,02:25
FL3153,Kuwait Airways,Doha,Economy,212.58,On Time,00:09
FL2850,Lufthansa,Madrid,Economy,175.56,Cancelled,20:49
FL7363,Kuwait Airways,Rome,First Class,4298.99,Cancelled,06:12
FL3874,Lufthansa,Berlin,First Class,2175.5,Cancelled,00:45
FL1453,Air France,Madrid,Economy,136.98,On Time,14:09
FL2139,Air Algerie,Berlin,Economy,99.87,Delayed,20:59
FL8002,Air Algerie,Dubai,First Class,2429.43,On Time,13:54
FL9204,Air Algerie,Berlin,Economy,51.83,Delayed,03:34
FL7820,Air France,Berlin,Business,680.82,Cancelled,04:14
FL8452,Air Algerie,Madrid,First Class,4519.71,Delayed,21:18
FL7830,Qatar Airways,Paris,Economy,177.98,Cancelled,04:15
FL9747,Kuwait Airways,New York,Economy,264.53,Cancelled,05:37
FL5846,Qatar Airways,Rome,Economy,114.66,Delayed,15:10
FL1733,Air Algerie,Paris,Business,718.66,On Time,01:59
FL7225,Emirates,Algiers,Economy,159.48,Cancelled,23:57
FL6509,ITA Airways,Algiers,First Class,3890.75,Delayed,08:10
FL3555,Lufthansa,Dubai,Economy,105.61,On Time,08:42
FL3848,Lufthansa,Rome,Economy,277.18,Cancelled,17:22
FL3315,ITA Airways,Paris,Business,993.19,Delayed,20:10
FL9463,Qatar Airways,Doha,First Class,2116.39,On Time,18:14
FL9101,Emirates,Paris,Economy,110.05,On Time,03:48
FL6392,Kuwait Airways,Berlin,Economy,270.34,Cancelled,02:25
FL4740,Qatar Airways,Kuwait City,Business,715.97,Delayed,04:26
FL4409,Kuwait Airways,Madrid,Economy,153.89,Delayed,06:14
FL3696,Emirates,Kuwait City,First Class,4290.22,On Time,05:10
FL4365,Air Algerie,Dubai,Economy,264.62,Cancelled,01:47
FL7852,ITA Airways,New York,Business,739.97,Delayed,06:46
FL7128,Air France,Dubai,Business,694.94,Cancelled,19:12
FL6872,Emirates,Berlin,Economy,196.26,Cancelled,22:08
FL9837,Qatar Airways,Algiers,First Class,1700.2,On Time,13:34
FL2955,Qatar Airways,Madrid,Economy,203.75,On Time,14:44
FL1265,Lufthansa,Madrid,First Class,3053.93,Delayed,05:57
FL2973,Lufthansa,Madrid,Business,873.94,Delayed,21:43
FL3835,Qatar Airways,Berlin,Economy,257.94,Cancelled,00:05
FL1058,Air France,Algiers,Economy,175.63,Cancelled,03:22
FL2468,Qatar Airways,Rome,Economy,120.96,Delayed,14:50
FL6684,Air Algerie,Berlin,Economy,134.66,Delayed,23:01
FL4262,Air Algerie,Doha,Economy,192.35,Cancelled,02:42
FL4117,Lufthansa,Rome,Business,438.44,Delayed,04:19
FL4933,Air France,Algiers,Business,817.39,Cancelled,12:30
FL1462,Emirates,Madrid,Economy,262.16,Delayed,23:29
FL7444,Air Algerie,Algiers,Business,757.08,On Time,17:26
FL2627,Air France,Rome,First Class,1252.62,Delayed,21:40
FL1471,Lufthansa,Berlin,First Class,1938.49,Cancelled,03:46
FL6071,Lufthansa,Paris,Economy,205.01,Cancelled,06:51
FL9074,Qatar Airways,Algiers,First Class,1229.46,On Time,02:44
FL5730,Air Algerie,Madrid,Economy,120.97,On Time,02:33
FL1439,Emirates,Kuwait City,First Class,4100.43,Cancelled,06:25
FL1254,ITA Airways,Kuwait City,Economy,176.2,Delayed,09:34
FL6802,Lufthansa,Kuwait City,First Class,2651.92,Delayed,19:16
FL6720,Air France,Madrid,Economy,139.85,Delayed,00:12
FL6697,Emirates,Doha,Business,605.67,Delayed,20:03
FL2794,Air Algerie,New York,Economy,190.77,Cancelled,01:15
FL9502,Air France,New York,First Class,3083.93,On Time,08:56
FL3306,Qatar Airways,Berlin,First Class,1534.55,Delayed,03:10
FL3611,Kuwait Airways,Madrid,Business,402.94,Delayed,00:19
FL4885,Kuwait Airways,New York,Economy,205.39,Cancelled,00:37
FL2611,Qatar Airways,Rome,First Class,1754.57,Cancelled,12:36
FL8251,Air France,Algiers,Economy,88.91,Cancelled,03:31
FL2967,Qatar Airways,Doha,First Class,4745.84,On Time,06:54
FL6296,ITA Airways,Paris,Business,622.11,Cancelled,13:28
FL9362,Kuwait Airways,Dubai,Economy,288.78,Cancelled,23:23
FL9979,Lufthansa,Paris,First Class,1295.17,Delayed,07:56
FL2947,Air Algerie,New York,Economy,195.28,Delayed,12:05
FL2859,Kuwait Airways,Kuwait City,Business,935.08,Delayed,07:53
FL6258,Qatar Airways,Rome,First Class,4439.05,Delayed,16:16
FL7059,Kuwait Airways,Madrid,Business,739.75,Cancelled,15:35
FL5381,Air France,Dubai,First Class,2735.5,Cancelled,11:57
FL5332,Emirates,Rome,Business,647.0,On Time,15:27
FL6290,Emirates,Doha,First Class,3861.66,On Time,20:57
FL1423,ITA Airways,Paris,Business,678.95,Cancelled,01:52
FL3520,Qatar Airways,Berlin,First Class,4213.52,Cancelled,13:54
FL3012,Qatar Airways,Doha,Economy,165.09,Delayed,22:51
FL3368,Lufthansa,New York,Business,556.55,Cancelled,15:14
FL8228,Air Algerie,Kuwait City,First Class,2760.24,Delayed,05:46
FL9597,ITA Airways,Paris,Economy,133.67,Cancelled,06:19
FL8780,ITA Airways,Madrid,Economy,100.36,Delayed,20:56
FL5705,Air Algerie,Doha,Business,589.2,Delayed,04:20
FL2799,ITA Airways,New York,Economy,187.33,Delayed,23:09
FL4608,Air France,New York,First Class,2890.77,Cancelled,15:31
FL8249,Lufthansa,Dubai,Business,872.58,On Time,12:17
FL4991,Qatar Airways,Kuwait City,Economy,297.78,On Time,01:59
FL7455,Air Algerie,Kuwait City,Economy,277.07,Delayed,12:42
FL9641,Lufthansa,Madrid,Business,971.74,On Time,13:52
FL3127,ITA Airways,Madrid,First Class,4716.31,Cancelled,19:45
FL4398,Emirates,Madrid,Business,803.5,Delayed,20:01
FL2189,Qatar Airways,New York,Business,525.85,Delayed,15:55
FL2388,Qatar Airways,Rome,Economy,128.73,Cancelled,11:20
FL1179,Air Algerie,Rome,Economy,81.66,Cancelled,05:45
FL5927,Kuwait Airways,Rome,Business,969.06,Delayed,00:47
FL4109,Kuwait Airways,New York,Economy,120.1,On Time,14:52
FL9422,ITA Airways,Algiers,First Class,1969.37,Cancelled,16:54
FL6286,Lufthansa,Kuwait City,Economy,132.54,Delayed,03:28
FL4853,Air Algerie,Dubai,Business,845.53,Cancelled,00:27
FL2182,Lufthansa,New York,Business,966.75,Delayed,18:12
FL7919,Air France,Algiers,First Class,3508.18,Cancelled,11:16
FL1511,Air France,Paris,Economy,245.1,Cancelled,07:59
FL2122,Air France,Kuwait City,First Class,3102.12,Cancelled,04:19
FL1023,Lufthansa,Dubai,Business,903.88,On Time,13:00
FL5896,Emirates,Kuwait City,Business,588.78,On Time,12:49
FL5225,Qatar Airways,Madrid,Business,416.8,Cancelled,07:23
FL3621,ITA Airways,Dubai,First Class,3006.59,On Time,11:50
FL4428,ITA Airways,Rome,Economy,217.89,Cancelled,10:38
FL5994,Air Algerie,Paris,First Class,4211.79,Delayed,17:59
FL1470,ITA Airways,Rome,First Class,4202.67,Delayed,23:24
FL6076,Air Algerie,Dubai,Business,962.29,On Time,16:12
FL1030,Emirates,Doha,Economy,201.03,Cancelled,01:40
FL4099,Emirates,Kuwait City,First Class,1509.38,Delayed,08:05
FL8130,Air France,Dubai,Business,911.03,On Time,10:00
FL5544,Qatar Airways,Kuwait City,Economy,157.86,On Time,16:38
FL5284,Kuwait Airways,Berlin,Business,983.22,Delayed,07:42
FL4008,Air Algerie,Kuwait City,Business,471.49,Delayed,23:44
FL7185,Lufthansa,Doha,Economy,289.55,On Time,17:26
FL8747,Qatar Airways,New York,Economy,266.99,Cancelled,07:23
FL4158,Kuwait Airways,Berlin,Economy,213.96,Cancelled,19:23
FL1904,Emirates,Berlin,Economy,98.34,Delayed,20:17
FL4805,Kuwait Airways,Berlin,Business,681.18,Delayed,12:23
FL6805,Qatar Airways,Berlin,First Class,3603.44,Cancelled,03:33
FL8810,ITA Airways,Paris,First Class,1385.95,Delayed,09:03
FL8783,Air France,Madrid,Business,668.26,Delayed,23:00
FL6962,Lufthansa,Madrid,Business,487.39,Delayed,17:31
FL5881,Emirates,Rome,Economy,109.73,On Time,00:12
FL3689,Air France,Rome,First Class,2895.21,Cancelled,05:02
FL8412,Lufthansa,Algiers,First Class,3657.71,On Time,07:58
FL7348,ITA Airways,Algiers,Business,847.14,On Time,20:37
FL4852,Qatar Airways,Doha,Economy,290.36,Cancelled,11:05
FL2126,Lufthansa,Kuwait City,Business,577.37,Delayed,12:49
FL8915,Qatar Airways,New York,Economy,124.52,Delayed,13:29
FL1792,Air Algerie,Berlin,First Class,1949.63,Cancelled,01:45
FL4515,ITA Airways,Madrid,Business,606.3,Delayed,23:44
FL4621,Kuwait Airways,Dubai,Business,722.95,Cancelled,23:36
FL5868,Kuwait Airways,Doha,Economy,144.42,On Time,19:09
FL8115,Air Algerie,Kuwait City,Business,582.51,Cancelled,15:52
FL7507,Qatar Airways,Kuwait City,First Class,4494.06,On Time,17:06
FL9519,Qatar Airways,Madrid,Economy,230.73,Delayed,04:26
FL2656,Air France,Berlin,First Class,3954.72,Cancelled,03:33
FL4579,Emirates,Madrid,First Class,3377.53,Delayed,12:43
FL8920,Air France,Berlin,Economy,244.44,Delayed,10:45
FL8126,Air Algerie,Madrid,Economy,183.46,Delayed,20:26
FL6283,Air France,Madrid,First Class,3794.27,Delayed,14:56
FL2784,Qatar Airways,Madrid,Business,403.23,Cancelled,10:34
FL4070,Air France,Kuwait City,Economy,235.01,Cancelled,06:59
FL8165,ITA Airways,Algiers,Business,848.43,Cancelled,15:42
FL3508,Kuwait Airways,Madrid,First Class,3577.75,On Time,21:28
FL6887,ITA Airways,Kuwait City,Business,525.66,Delayed,21:42
FL2923,Kuwait Airways,Madrid,Business,766.49,On Time,13:23
FL2130,Emirates,Madrid,Business,896.45,Delayed,16:16
FL6493,ITA Airways,Paris,Economy,76.66,Cancelled,10:57
FL9507,Lufthansa,New York,Economy,221.11,Delayed,07:57
FL8197,Qatar Airways,Dubai,Economy,131.8,On Time,09:59
FL9342,Qatar Airways,Berlin,First Class,1605.33,On Time,17:13
FL3618,Lufthansa,Doha,Business,479.36,Delayed,02:15
FL7745,Emirates,Doha,Business,720.92,On Time,23:21
FL2542,Air Algerie,Algiers,First Class,1498.87,Cancelled,02:21
FL4299,ITA Airways,Madrid,First Class,4920.76,On Time,18:14
FL7663,Air France,Berlin,First Class,2292.18,On Time,10:51
FL6443,Emirates,Berlin,First Class,3764.45,On Time,19:32
FL3242,Air Algerie,Dubai,First Class,3999.44,Cancelled,00:15
FL9510,Kuwait Airways,Algiers,Economy,228.77,On Time,23:11
FL5683,Kuwait Airways,Berlin,First Class,4330.38,On Time,08:35
FL9813,ITA Airways,Paris,Economy,76.73,Cancelled,03:56
FL8626,Air France,Madrid,Economy,101.32,Cancelled,12:04
FL1213,Air France,Kuwait City,First Class,4890.31,Delayed,15:46
FL8155,Lufthansa,Kuwait City,Economy,219.85,Cancelled,03:26
FL6470,Qatar Airways,Rome,Business,545.35,On Time,04:53
FL8266,Emirates,Kuwait City,Business,816.29,Cancelled,00:34
FL3753,Qatar Airways,Kuwait City,First Class,3250.42,Cancelled,06:11
FL3522,Qatar Airways,New York,Economy,165.75,Cancelled,17:13
FL8373,Kuwait Airways,Paris,First Class,1218.72,Delayed,16:04
FL6111,Air Algerie,Doha,First Class,3336.68,Cancelled,07:00
FL3935,Kuwait Airways,Doha,Economy,247.0,Delayed,22:30
FL8262,Air France,Rome,Economy,247.82,Delayed,11:51
FL2590,Emirates,Doha,Business,578.21,Delayed,16:19
FL8056,Emirates,Algiers,Economy,283.68,On Time,22:02
FL6763,Lufthansa,New York,First Class,4753.7,Cancelled,02:24
FL8531,Air France,Berlin,Economy,167.11,Delayed,08:31
FL2710,Emirates,Madrid,First Class,2116.67,Delayed,19:18
FL6318,Kuwait Airways,Algiers,First Class,1842.63,Cancelled,03:10
FL6802,Air France,Paris,Business,614.83,On Time,01:26
FL7608,Air Algerie,Dubai,Economy,134.26,Delayed,08:09
FL2325,Air France,Doha,First Class,1825.28,Cancelled,12:32
FL8371,Air Algerie,Dubai,Business,842.06,On Time,11:36
FL3948,Air France,Paris,First Class,3661.5,On Time,18:01
FL2013,Kuwait Airways,Paris,First Class,3547.92,Delayed,10:33
FL9187,Lufthansa,Madrid,Economy,238.92,On Time,13:45
FL4006,Air France,Berlin,Business,461.55,Delayed,04:19
FL4838,Air France,Berlin,Economy,141.87,On Time,22:47
FL6614,Kuwait Airways,Berlin,Business,877.76,On Time,21:50
FL7308,Kuwait Airways,Madrid,Economy,299.01,Delayed,22:29
FL6019,Emirates,Dubai,Economy,272.18,Cancelled,15:29
FL4952,Qatar Airways,Madrid,Business,823.02,Cancelled,04:42
FL3609,Lufthansa,New York,Business,705.45,Delayed,16:29
FL6803,Lufthansa,Algiers,First Class,2539.25,Delayed,13:03
FL2387,Kuwait Airways,Berlin,First Class,2347.99,Delayed,09:19
FL4171,Qatar Airways,Algiers,Business,643.9,On Time,14:03
FL9034,Kuwait Airways,Dubai,First Class,3444.74,Cancelled,12:21
FL3989,Emirates,Kuwait City,Business,801.48,On Time,08:51
FL1819,ITA Airways,Paris,First Class,4579.5,Cancelled,19:12
FL3621,Qatar Airways,Kuwait City,First Class,2818.66,Cancelled,17:47
FL9028,Air Algerie,Rome,Business,486.74,Delayed,13:33
FL1237,Emirates,Algiers,First Class,2959.56,Cancelled,18:51
FL7087,Kuwait Airways,Berlin,Business,729.08,Cancelled,05:40
FL2684,Qatar Airways,Doha,Business,655.45,On Time,01:01
FL6282,Qatar Airways,Doha,First Class,2281.31,Cancelled,08:17
FL4486,Kuwait Airways,Dubai,Economy,156.65,Delayed,08:37
FL5975,Air France,Rome,First Class,4764.95,Cancelled,20:04
FL5683,Lufthansa,New York,First Class,4580.94,Cancelled,14:35
FL7148,Air France,Paris,Economy,231.91,Delayed,16:30
FL1493,Emirates,Madrid,First Class,3238.07,Delayed,15:50
FL1730,ITA Airways,New York,Economy,207.03,On Time,20:41
FL8419,Qatar Airways,Doha,Business,856.85,Cancelled,08:42
FL7208,Air Algerie,Paris,Business,652.81,Delayed,14:29
FL2072,ITA Airways,Rome,Economy,234.35,Delayed,18:02
FL5555,Air France,Madrid,Business,560.69,On Time,15:43
FL1085,Air France,Algiers,First Class,4518.76,Cancelled,05:25
FL9829,Lufthansa,Rome,First Class,4616.99,Delayed,12:57
FL3105,Qatar Airways,Madrid,Business,784.01,Cancelled,12:32
FL4801,Lufthansa,Doha,Business,453.5,Delayed,20:22
FL5705,Air France,Algiers,Business,753.65,Cancelled,00:09
FL1207,ITA Airways,Paris,Economy,286.82,On Time,13:20
FL8601,Qatar Airways,Madrid,Economy,199.94,On Time,19:10
FL6997,ITA Airways,Algiers,Economy,58.01,On Time,09:43
FL4769,Lufthansa,New York,Economy,89.96,On Time,03:35
FL9896,ITA Airways,Paris,Business,838.72,On Time,00:36
FL4845,Qatar Airways,Rome,Business,473.4,Cancelled,16:24
FL4543,Qatar Airways,Doha,First Class,1311.27,On Time,18:01
FL5582,ITA Airways,Doha,Business,663.89,Cancelled,10:15
FL3600,Lufthansa,Rome,Business,650.32,Cancelled,11:33
FL1943,Air Algerie,Rome,Business,438.22,On Time,22:34
FL7191,Kuwait Airways,Berlin,First Class,4448.24,Cancelled,12:17
FL9225,Kuwait Airways,Madrid,Economy,184.53,Delayed,06:54
FL8746,Lufthansa,Kuwait City,First Class,2989.07,Cancelled,22:48
FL7822,ITA Airways,Madrid,Economy,106.67,Delayed,08:56
FL8360,Air Algerie,New York,Business,954.24,On Time,22:07
FL5415,Air France,Algiers,Economy,153.54,Delayed,09:19
FL1778,Air Algerie,Rome,First Class,2529.74,Cancelled,07:03
FL9339,Emirates,Doha,Business,575.05,Cancelled,00:24
FL2969,Qatar Airways,Berlin,Economy,86.94,Delayed,09:25
FL9722,Air Algerie,Paris,Economy,237.21,Delayed,20:27
FL9491,Emirates,Dubai,First Class,2385.91,On Time,16:13
FL1646,Air Algerie,Berlin,Economy,243.03,On Time,20:52
FL3012,ITA Airways,Doha,First Class,4351.28,Cancelled,15:39
FL1669,Qatar Airways,Rome,Economy,227.64,Delayed,17:14
FL5461,Lufthansa,Algiers,Economy,224.2,Cancelled,01:42
FL5573,Lufthansa,Madrid,First Class,3982.2,On Time,09:03
FL5367,Qatar Airways,Kuwait City,Business,502.38,On Time,02:54
FL9531,Air Algerie,Berlin,First Class,1386.03,Cancelled,16:47
FL1738,Air Algerie,Paris,First Class,3682.68,On Time,06:20
FL3275,Air France,Rome,Business,614.42,Cancelled,16:26
FL8974,Air Algerie,Rome,Business,733.07,Delayed,01:39
FL3376,Kuwait Airways,Dubai,Economy,177.36,On Time,15:22
FL9473,Kuwait Airways,Berlin,First Class,3890.7,On Time,23:22
FL6463,Kuwait Airways,Rome,Business,748.35,On Time,04:35
FL9720,ITA Airways,Doha,First Class,1888.35,Delayed,13:28
FL2938,Air France,New York,Business,409.67,Delayed,08:05
FL2970,Lufthansa,Kuwait City,Economy,231.57,On Time,01:34
FL1814,Emirates,Madrid,Business,571.66,Delayed,02:17
FL4006,ITA Airways,New York,Business,456.7,On Time,08:53
FL7401,ITA Airways,Paris,First Class,3600.8,Delayed,01:03
FL2329,Kuwait Airways,Dubai,Economy,234.56,Delayed,02:25
FL7439,Qatar Airways,Algiers,Business,614.69,Delayed,03:20
FL4678,Kuwait Airways,Rome,Business,770.04,Delayed,13:10
FL4588,Qatar Airways,Berlin,Business,620.35,Cancelled,10:13
FL8481,Air Algerie,Algiers,Economy,155.61,Delayed,06:26
FL8026,Kuwait Airways,Paris,Economy,228.64,On Time,23:25
FL5106,Air Algerie,Kuwait City,Business,919.58,Cancelled,01:24
FL7706,Qatar Airways,Kuwait City,Economy,253.79,Cancelled,20:39
FL2636,Air Algerie,Paris,Business,887.54,Delayed,22:29
FL1108,Emirates,Doha,Economy,213.13,Cancelled,14:47
FL8340,Qatar Airways,Doha,First Class,4656.82,Cancelled,09:02
FL5929,Lufthansa,New York,First Class,4636.74,Cancelled,02:20
FL1615,Qatar Airways,Dubai,First Class,2535.52,Delayed,12:15
FL1461,Air France,Algiers,Business,880.12,On Time,00:12
FL9480,Lufthansa,Doha,Economy,74.05,Delayed,07:04
FL2275,ITA Airways,New York,Economy,171.45,On Time,19:55
FL6687,Kuwait Airways,Kuwait City,First Class,4743.74,Delayed,01:11
FL3548,Air Algerie,Doha,Economy,146.8,Cancelled,04:08
FL4917,ITA Airways,Paris,First Class,1944.22,On Time,04:48
FL2385,Air France,New York,Economy,295.84,On Time,14:12
FL8114,Air France,New York,Business,768.48,Delayed,17:54
FL1288,Air France,New York,First Class,4825.87,Cancelled,21:49
FL8532,Emirates,Dubai,Business,433.06,Cancelled,03:32
FL6118,Qatar Airways,Dubai,First Class,4471.45,On Time,04:07
FL1868,Kuwait Airways,Rome,First Class,1286.7,Delayed,12:39
FL8494,Emirates,Madrid,Business,479.03,Delayed,07:23
FL9275,Kuwait Airways,Algiers,Business,780.54,Cancelled,04:31
FL4449,ITA Airways,Paris,Economy,236.23,Cancelled,01:53
FL5375,Qatar Airways,Kuwait City,First Class,2222.84,Cancelled,17:09
FL3207,Air Algerie,Dubai,First Class,1584.08,On Time,19:07
FL3817,Air France,Madrid,Business,730.76,On Time,09:22
FL6641,ITA Airways,Doha,First Class,4734.49,Cancelled,16:29
FL6391,Lufthansa,New York,First Class,1257.09,Cancelled,10:51
FL3507,Lufthansa,Rome,First Class,4538.84,On Time,09:22
FL5968,Qatar Airways,Rome,Economy,122.83,Delayed,08:03
FL3323,Emirates,New York,Economy,99.23,Delayed,02:06
FL7255,Qatar Airways,Madrid,First Class,3494.77,Cancelled,20:33
FL1076,Air Algerie,Berlin,First Class,3804.34,Cancelled,11:23
